rank,graph6,alpha,theta_scs,delta_scs,edges,pr_scs,status_scs
7826,GCdbF{,3,3.0,0.0,14,5.10702591327572e-15,optimal
7827,GCdbKk,4,4.0,-0.0,12,1.1102230246251565e-15,optimal
7828,GCdbKw,3,3.0,0.0,12,5.551115123125783e-16,optimal
7829,GCdbK{,3,3.0,-0.0,13,3.9745984281580604e-14,optimal
7830,GCdbMK,3,3.0,-0.0,12,1.3322676295501878e-15,optimal
7831,GCdbM_,3,3.0,-0.0,11,1.8257200337537452e-13,optimal
7832,GCdbMg,3,3.0,-0.0,12,2.326306540471636e-13,optimal
7833,GCdbMk,3,3.0,0.0,13,1.2035683449190305e-14,optimal
7834,GCdbMo,3,3.0,-0.0,12,7.193239902824495e-19,optimal
7835,GCdbMw,3,3.0,-0.0,13,9.992007221626409e-16,optimal
7836,GCdbM{,3,3.0,0.0,14,3.3306690738754696e-15,optimal
7837,GCdbNG,3,3.0,0.0,12,5.926497425641362e-15,optimal
7838,GCdbNK,3,3.0,0.0,13,2.752600034749285e-14,optimal
7839,GCdbN_,3,3.0,-0.0,12,2.886579864025407e-15,optimal
7840,GCdbNg,3,3.0,0.0,13,9.163911425314833e-13,optimal
7841,GCdbNk,3,3.0,0.0,14,7.083088566246491e-14,optimal
7842,GCdbNo,3,3.0,0.0,13,5.617728504603292e-14,optimal
7843,GCdbNw,3,3.0,-0.0,14,2.220446049250313e-16,optimal
7844,GCdbN{,3,3.0,0.0,15,3.552713678800501e-15,optimal
7845,GCdcs{,3,3.0,-0.0,13,7.771092957297477e-14,optimal
7846,GCdcuo,3,3.0,0.0,12,1.5543122344752192e-15,optimal
7847,GCdcus,3,3.0,-0.0,13,3.6637359812630166e-15,optimal
7848,GCdcuw,3,3.0,-0.0,13,1.1102230246251565e-15,optimal
7849,GCdcu{,3,3.0,0.0,14,8.881784197001252e-16,optimal
7850,GCdcvg,3,3.0,-0.0,13,8.881784197001252e-16,optimal
7851,GCdcvo,3,3.0,0.0,13,4.440892098500626e-16,optimal
7852,GCdcvs,3,3.0,0.0,14,3.3306690738754696e-16,optimal
7853,GCdcvw,3,3.0,-0.0,14,1.2787720054554427e-13,optimal
7854,GCdcv{,3,3.0,-0.0,15,5.329070518200751e-15,optimal
7855,GCdc{{,3,3.0,0.0,14,9.279725431039794e-13,optimal
7856,GCdc}w,3,3.0,-0.0,14,1.0822914339038294e-14,optimal
7857,GCdc}{,3,3.0,-0.0,15,6.439293542825908e-15,optimal
7858,GCdc~g,3,3.0,-0.0,14,7.134578406637868e-15,optimal
7859,GCdc~k,3,3.0,0.0,15,2.220446049250313e-16,optimal
7860,GCdc~o,3,3.0,0.0,14,7.404823286190641e-14,optimal
7861,GCdc~s,3,3.0,-0.0,15,8.881784197001252e-16,optimal
7862,GCdc~w,3,3.0,0.0,15,1.7031392867763918e-14,optimal
7863,GCdc~{,3,3.0,-0.0,16,6.661338147750939e-16,optimal
7864,GCdebW,3,3.0,0.0,12,3.7455922518893835e-13,optimal
7865,GCdeb[,3,3.0,0.0,13,5.551115123125783e-16,optimal
7866,GCdec{,3,3.0,0.0,13,6.661338147750939e-16,optimal
7867,GCded[,3,3.0,-0.0,13,2.4752898444511733e-14,optimal
7868,GCdedg,3,3.0,-0.0,12,3.1896707497480747e-13,optimal
7869,GCdedk,3,3.0,0.0,13,5.032671992919506e-15,optimal
7870,GCdedo,3,3.0,-0.0,12,7.763358559312307e-14,optimal
7871,GCdeds,3,3.0,-0.0,13,2.220446049250313e-16,optimal
7872,GCdedw,3,3.0,-0.0,13,3.670762548406474e-14,optimal
7873,GCded{,3,3.0,-0.0,14,1.0680262226782435e-14,optimal
7874,GCdee[,3,3.0,-0.0,13,4.440892098500626e-16,optimal
7875,GCdeec,3,3.0,-0.0,12,1.6637492679985018e-16,optimal
7876,GCdeek,3,3.0,0.0,13,2.3577590114515773e-13,optimal
7877,GCdees,3,3.0,0.0,13,2.054693942188606e-15,optimal
7878,GCdeew,3,3.0,-0.0,13,1.5203622839436563e-14,optimal
7879,GCdee{,3,3.0,0.0,14,6.184055593472634e-15,optimal
7880,GCdefG,3,3.0,0.0,12,2.6220543190569428e-14,optimal
7881,GCdefK,3,3.0,0.0,13,6.725588198037379e-14,optimal
7882,GCdefS,3,3.0,-0.0,13,9.553739988017936e-15,optimal
7883,GCdefW,3,3.0,0.0,13,1.6152739676099557e-13,optimal
7884,GCdef[,3,3.0,-0.0,14,7.041308969869409e-15,optimal
7885,GCdef_,4,4.0,-0.0,12,2.220446049250313e-16,optimal
7886,GCdefc,3,3.0,0.0,13,4.440892098500626e-16,optimal
7887,GCdefg,3,3.0,-0.0,13,1.3396632418453948e-14,optimal
7888,GCdefk,3,3.0,-0.0,14,4.203719820361949e-14,optimal
7889,GCdefo,3,3.0,-0.0,13,2.0043815495696547e-18,optimal
7890,GCdefs,3,3.0,0.0,14,2.7044290225150686e-14,optimal
7891,GCdefw,3,3.0,-0.0,14,1.910737840047677e-15,optimal
7892,GCdef{,3,3.0,-0.0,15,4.0706341471391786e-14,optimal
7893,GCdek{,3,3.0,-0.0,14,6.661338147750939e-16,optimal
7894,GCdel[,3,3.0,-0.0,14,9.445929154574928e-13,optimal
7895,GCdelk,3,3.0,-0.0,14,1.734195825903641e-14,optimal
7896,GCdels,3,3.0,-0.0,14,9.020607278696737e-19,optimal
7897,GCdelw,3,3.0,0.0,14,6.661338147750939e-16,optimal
7898,GCdel{,3,3.0,0.0,15,4.9033192119126516e-14,optimal
7899,GCdem[,3,3.0,0.0,14,1.2707463199503225e-14,optimal
7900,GCdemk,3,3.0,-0.0,14,8.881784197001252e-16,optimal
7901,GCdems,3,3.0,-0.0,14,1.0815872257221346e-14,optimal
7902,GCdemw,3,3.0,0.0,14,2.745585488068495e-14,optimal
7903,GCdem{,3,3.0,0.0,15,1.1254003284585864e-14,optimal
7904,GCdenW,3,3.0,-0.0,14,1.428905884815302e-13,optimal
7905,GCden[,3,3.0,0.0,15,1.8717426835319667e-13,optimal
7906,GCdeng,3,3.0,0.0,14,1.6113275003224402e-12,optimal
7907,GCdenk,3,3.0,0.0,15,2.6359571412013376e-13,optimal
7908,GCdeno,3,3.0,0.0,14,2.6672402655571724e-14,optimal
7909,GCdens,3,3.0,-0.0,15,1.1181253618420033e-18,optimal
7910,GCdenw,3,3.0,-0.0,15,1.0769163338864018e-14,optimal
7911,GCden{,3,3.0,-0.0,16,1.9984014443252818e-15,optimal
7912,GCdes{,3,3.0,0.0,14,1.3988810110276972e-14,optimal
7913,GCdets,3,3.0,-0.0,14,5.719120658126708e-14,optimal
7914,GCdetw,3,3.0,-0.0,14,5.6444105137509736e-14,optimal
7915,GCdet{,3,3.0,-0.0,15,5.903479791695682e-14,optimal
7916,GCdeus,3,3.0,0.0,14,5.564994506562047e-15,optimal
7917,GCdeuw,3,3.0,-0.0,14,2.564179901572301e-13,optimal
7918,GCdeu{,3,3.0,-0.0,15,5.306866057708248e-14,optimal
7919,GCdevg,3,3.0,0.0,14,1.3322676295501878e-15,optimal
7920,GCdevk,3,3.0,0.0,15,8.881784197001252e-16,optimal
7921,GCdevo,3,3.0,-0.0,14,3.7689434322206995e-14,optimal
7922,GCdevs,3,3.0,0.0,15,4.212983711123697e-14,optimal
7923,GCdevw,3,3.0,0.0,15,5.5755717281080224e-14,optimal
7924,GCdev{,3,3.0,0.0,16,1.7763568394002505e-15,optimal
7925,GCde|w,3,3.0,-0.0,15,5.127837542210296e-15,optimal
7926,GCde|{,3,3.0,-0.0,16,4.764799698606634e-14,optimal
7927,GCde}w,3,3.0,-0.0,15,1.1102230246251565e-15,optimal
7928,GCde}{,3,3.0,-0.0,16,1.6007312987492576e-14,optimal
7929,GCde~w,3,3.0,0.0,16,3.9466884009106825e-14,optimal
7930,GCde~{,3,3.0,-0.0,17,7.971462033699758e-15,optimal
7931,GCdfI{,3,3.0,0.0,14,2.0748955680925026e-14,optimal
7932,GCdfJk,3,3.0,-0.0,14,6.459094468979331e-13,optimal
7933,GCdfJo,3,3.0,0.0,13,5.981406969727893e-13,optimal
7934,GCdfJs,3,3.0,0.0,14,1.260254755135022e-15,optimal
7935,GCdfJw,3,3.0,0.0,14,1.456423006239293e-12,optimal
7936,GCdfJ{,3,3.0,-0.0,15,4.461934337524222e-14,optimal
7937,GCdfKw,3,3.0,-0.0,13,2.5647125686768497e-15,optimal
7938,GCdfK{,3,3.0,0.0,14,1.5960076955649083e-14,optimal
7939,GCdfMk,3,3.0,-0.0,14,1.2479028517515747e-14,optimal
7940,GCdfMs,3,3.0,-0.0,14,3.3306690738754696e-16,optimal
7941,GCdfMw,3,3.0,0.0,14,4.440892098500626e-16,optimal
7942,GCdfM{,3,3.0,-0.0,15,6.58989433310922e-14,optimal
7943,GCdfNK,3,3.0,0.0,14,9.992007221626409e-16,optimal
7944,GCdfNc,3,3.0,-0.0,14,6.804029915512775e-14,optimal
7945,GCdfNg,3,3.0,0.0,14,1.1759825762540453e-12,optimal
7946,GCdfNk,3,3.0,-0.0,15,2.0650148258027912e-14,optimal
7947,GCdfNo,3,3.0,0.0,14,3.3306690738754696e-16,optimal
7948,GCdfNs,3,3.0,-0.0,15,1.8273975118307696e-13,optimal
7949,GCdfNw,3,3.0,0.0,15,1.7763568394002505e-14,optimal
7950,GCdfN{,3,3.0,-0.0,16,9.769962616701378e-15,optimal
7951,GCdfc{,3,3.0,0.0,14,4.732811195054046e-15,optimal
7952,GCdfe[,3,3.0,-0.0,14,8.881784197001252e-16,optimal
7953,GCdfek,3,3.0,-0.0,14,5.551115123125783e-16,optimal
7954,GCdfes,3,3.0,-0.0,14,3.9968028886505635e-15,optimal
7955,GCdfew,3,3.0,-0.0,14,8.604296347990868e-14,optimal
7956,GCdfe{,3,3.0,0.0,15,2.120802414530761e-15,optimal
7957,GCdffS,3,3.0,-0.0,14,1.2996402061417334e-13,optimal
7958,GCdffW,3,3.0,0.0,14,1.4780889544808233e-17,optimal
7959,GCdff[,3,3.0,0.0,15,1.2212453270876722e-15,optimal
7960,GCdffc,3,3.0,0.0,14,6.119074113614337e-13,optimal
7961,GCdffg,3,3.0,0.0,14,1.418136236224576e-13,optimal
7962,GCdffk,3,3.0,0.0,15,2.4626496959485427e-13,optimal
7963,GCdffo,3,3.0,0.0,14,2.220446049250313e-16,optimal
7964,GCdffs,3,3.0,-0.0,15,7.758249774410454e-14,optimal
7965,GCdffw,3,3.0,-0.0,15,6.543497804253262e-14,optimal
7966,GCdff{,3,3.0,-0.0,16,9.826713910140982e-14,optimal
7967,GCdfmw,3,3.0,0.0,15,9.291036703515956e-14,optimal
7968,GCdfm{,3,3.0,-0.0,16,8.365922340427084e-16,optimal
7969,GCdfnW,3,3.0,-0.0,15,1.4618875174424172e-12,optimal
7970,GCdfn[,3,3.0,-0.0,16,4.3520742565306136e-14,optimal
7971,GCdfng,3,3.0,-0.0,15,2.360437688086599e-13,optimal
7972,GCdfnk,3,3.0,-0.0,16,6.328271240363392e-14,optimal
7973,GCdfno,3,3.0,0.0,15,6.661338147750939e-16,optimal
7974,GCdfns,3,3.0,-0.0,16,1.3322676295501878e-15,optimal
7975,GCdfnw,3,3.0,-0.0,16,1.5987211554602254e-14,optimal
7976,GCdfn{,3,3.0,-0.0,17,2.1316282072803006e-13,optimal
7977,GCdfuw,3,3.0,-0.0,15,4.256945079675338e-14,optimal
7978,GCdfu{,3,3.0,0.0,16,1.9984014443252818e-15,optimal
7979,GCdfvo,3,3.0,0.0,15,2.3714363805993344e-13,optimal
7980,GCdfvs,3,3.0,-0.0,16,2.5358448214664117e-14,optimal
7981,GCdfvw,3,3.0,-0.0,16,5.5690648794285785e-14,optimal
7982,GCdfv{,3,3.0,0.0,17,1.6373594975162413e-13,optimal
7983,GCdf~w,3,3.0,0.0,17,5.15714647067954e-15,optimal
7984,GCdf~{,3,3.0,0.0,18,1.9984014443252818e-15,optimal
7985,GCe[~w,3,3.0,-0.0,16,1.586445260223424e-13,optimal
7986,GCe[~{,3,3.0,-0.0,17,1.4886605288237575e-14,optimal
7987,GCe]|{,3,3.0,-0.0,17,6.661338147750939e-16,optimal
7988,GCe]~w,3,3.0,0.0,17,2.220446049250313e-15,optimal
7989,GCe]~{,3,3.0,0.0,18,1.4772698041569292e-13,optimal
7990,GCe^u{,3,3.0,-0.0,17,1.3322676295501878e-15,optimal
7991,GCe^vk,3,3.0,-0.0,17,1.5543122344752192e-15,optimal
7992,GCe^vs,3,3.0,-0.0,17,2.4557860121631344e-14,optimal
7993,GCe^vw,3,3.0,0.0,17,2.1228040644375102e-14,optimal
7994,GCe^v{,3,3.0,-0.0,18,1.3040016608050132e-15,optimal
7995,GCe^~w,3,3.0,0.0,18,7.909266788734876e-14,optimal
7996,GCe^~{,3,3.0,-0.0,19,2.1960211427085596e-13,optimal
7997,GCf\s{,3,3.0,-0.0,16,5.439788763647204e-16,optimal
7998,GCf\tw,3,3.0,-0.0,16,4.285460875053104e-14,optimal
7999,GCf\uk,3,3.0,-0.0,16,5.644558132607343e-14,optimal
8000,GCf\u{,3,3.0,-0.0,17,2.4868995751603507e-14,optimal
8001,GCf\vg,3,3.0,-0.0,16,1.2287008920688375e-14,optimal
8002,GCf\vk,3,3.0,-0.0,17,3.3306690738754696e-16,optimal
8003,GCf\vw,3,3.0,0.0,17,3.241851231905457e-14,optimal
8004,GCf\v{,3,3.0,0.0,18,6.661338147750939e-16,optimal
8005,GCf\~{,3,3.0,-0.0,19,2.55351295663786e-15,optimal
8006,GCf]t{,3,3.0,-0.0,17,3.089862736950537e-15,optimal
8007,GCf]vk,3,3.0,-0.0,17,1.5852673215263122e-13,optimal
8008,GCf]vw,3,3.0,-0.0,17,6.661338147750939e-16,optimal
8009,GCf]v{,3,3.0,0.0,18,2.4850732015624863e-13,optimal
8010,GCf]|{,3,3.0,-0.0,18,1.1021872439367534e-14,optimal
8011,GCf]~w,3,3.0,0.0,18,7.771561172376096e-16,optimal
8012,GCf]~{,3,3.0,0.0,19,3.3306690738754696e-15,optimal
8013,GCf^b[,3,3.0,-0.0,16,1.5853984791647235e-13,optimal
8014,GCf^c{,3,3.0,0.0,16,2.220446049250313e-16,optimal
8015,GCf^dk,3,3.0,-0.0,16,6.661338147750939e-16,optimal
8016,GCf^dw,3,3.0,0.0,16,6.7115992123856224e-15,optimal
8017,GCf^d{,3,3.0,-0.0,17,9.325873406851315e-15,optimal
8018,GCf^es,3,3.0,-0.0,16,5.773159728050814e-15,optimal
8019,GCf^ew,3,3.0,-0.0,16,1.887379141862766e-14,optimal
8020,GCf^e{,3,3.0,0.0,17,1.453352887058426e-18,optimal
8021,GCf^fW,3,3.0,-0.0,16,1.4662073702352734e-12,optimal
8022,GCf^f[,3,3.0,-0.0,17,1.3589129821411916e-13,optimal
8023,GCf^fc,3,3.0,0.0,16,2.8199664825478976e-14,optimal
8024,GCf^fg,3,3.0,0.0,16,2.4374015881369553e-15,optimal
8025,GCf^fk,3,3.0,-0.0,17,1.4066525722000733e-13,optimal
8026,GCf^fs,3,3.0,-0.0,17,2.4558133304708463e-13,optimal
8027,GCf^fw,3,3.0,-0.0,17,1.3752391313179722e-14,optimal
8028,GCf^f{,3,3.0,-0.0,18,2.0823523787699504e-13,optimal
8029,GCf^t{,3,3.0,-0.0,18,4.440892098500626e-16,optimal
8030,GCf^vs,3,3.0,0.0,18,1.5543122344752192e-15,optimal
8031,GCf^vw,3,3.0,-0.0,18,5.476189472574589e-17,optimal
8032,GCf^v{,3,3.0,-0.0,19,2.220446049250313e-15,optimal
8033,GCf^~{,3,3.0,-0.0,20,1.9984014443252818e-15,optimal
8034,GCfu|{,3,3.0,0.0,18,1.0181844321322077e-16,optimal
8035,GCfu}{,3,3.0,0.0,18,9.992007221626409e-16,optimal
8036,GCfu~s,3,3.0,-0.0,18,1.3988810110276972e-14,optimal
8037,GCfu~w,3,3.0,0.0,18,4.1170947325782366e-13,optimal
8038,GCfu~{,3,3.0,-0.0,19,2.4344381135259268e-14,optimal
8039,GCfvQ{,3,3.0,0.0,16,7.307346665335602e-13,optimal
8040,GCfvRk,3,3.0,0.0,16,1.4615704951576523e-12,optimal
8041,GCfvRw,3,3.0,-0.0,16,5.891021211614249e-16,optimal
8042,GCfvR{,3,3.0,0.0,17,1.2260138127548976e-12,optimal
8043,GCfvS{,3,3.0,-0.0,16,3.334384849895485e-14,optimal
8044,GCfvU{,3,3.0,-0.0,17,1.464070464444128e-12,optimal
8045,GCfvVg,3,3.0,0.0,16,2.007810586271465e-14,optimal
8046,GCfvVk,3,3.0,0.0,17,1.4613338986931805e-12,optimal
8047,GCfvVw,3,3.0,0.0,17,1.462477387228452e-12,optimal
8048,GCfvV{,3,3.0,-0.0,18,1.4650149521010966e-12,optimal
8049,GCfvZ{,3,3.0,-0.0,18,8.018817886959192e-16,optimal
8050,GCfv]{,3,3.0,-0.0,18,4.440892098500626e-16,optimal
8051,GCfv^w,3,3.0,-0.0,18,6.520831816969613e-15,optimal
8052,GCfv^{,3,3.0,-0.0,19,1.4748951377369075e-16,optimal
8053,GCfvb[,3,3.0,0.0,16,6.106045721456244e-14,optimal
8054,GCfvc{,3,3.0,-0.0,16,6.326764572988761e-15,optimal
8055,GCfvek,3,3.0,0.0,16,2.220446049250313e-15,optimal
8056,GCfve{,3,3.0,0.0,17,1.3322676295501878e-15,optimal
8057,GCfvfW,3,3.0,-0.0,16,7.771418240420938e-15,optimal
8058,GCfvf[,3,3.0,-0.0,17,2.1094237467877974e-15,optimal
8059,GCfvfg,3,3.0,0.0,16,8.881784197001252e-16,optimal
8060,GCfvfk,3,3.0,0.0,17,2.966444968494397e-14,optimal
8061,GCfvfw,3,3.0,-0.0,17,9.803657889734876e-14,optimal
8062,GCfvf{,3,3.0,-0.0,18,3.8544929803993487e-14,optimal
8063,GCfvm{,3,3.0,0.0,18,1.1819559787620883e-13,optimal
8064,GCfvn[,3,3.0,0.0,18,2.9531932455029164e-14,optimal
8065,GCfvnk,3,3.0,0.0,18,4.39648317751562e-14,optimal
8066,GCfvn{,3,3.0,0.0,19,8.51361700087346e-14,optimal
8067,GCfvvk,3,3.0,0.0,18,5.746162959370893e-13,optimal
8068,GCfvvs,3,3.0,-0.0,18,5.191598922185877e-14,optimal
8069,GCfvvw,3,3.0,0.0,18,5.288745839477536e-13,optimal
8070,GCfvv{,3,3.0,0.0,19,1.428132526309142e-13,optimal
8071,GCfv~{,3,3.0,-0.0,20,6.417039521273896e-13,optimal
8072,GCf~u{,3,3.0,-0.0,19,9.347141462521917e-16,optimal
8073,GCf~vk,3,3.0,-0.0,19,9.379742759944445e-13,optimal
8074,GCf~vw,3,3.0,0.0,19,6.661338147750939e-16,optimal
8075,GCf~v{,3,3.0,-0.0,20,5.995204332975845e-15,optimal
8076,GCf~~{,3,3.0,-0.0,21,5.864651751906607e-14,optimal
8077,GCp`e_,4,4.0,0.0,10,3.7892724171015975e-19,optimal
8078,GCp`f_,4,4.0,0.0,11,1.5543122344752192e-15,optimal
8079,GCpbPw,3,3.0,-0.0,12,4.440892098500626e-16,optimal
8080,GCpbQs,3,3.0,-0.0,12,1.0876559826523868e-14,optimal
8081,GCpbRK,3,3.0,-0.0,12,1.808831342724225e-15,optimal
8082,GCpbR[,3,3.0,-0.0,13,7.0552643270229614e-15,optimal
8083,GCpbRk,3,3.0,-0.0,13,2.8072291311989915e-15,optimal
8084,GCpbRs,3,3.0,-0.0,13,1.8820249264274242e-14,optimal
8085,GCpbRw,3,3.0,0.0,13,1.7073811531023045e-14,optimal
8086,GCpbR{,3,3.0,0.0,14,8.125068628695176e-14,optimal
8087,GCpbTW,3,3.0,-0.0,12,4.027053656966121e-14,optimal
8088,GCpbTg,3,3.0,0.0,12,1.1102230246251565e-15,optimal
8089,GCpbTw,3,3.0,0.0,13,6.661338147750939e-16,optimal
8090,GCpbUo,3,3.0,0.0,12,1.9984014443252818e-15,optimal
8091,GCpbUs,3,3.0,0.0,13,4.440892098500626e-16,optimal
8092,GCpbUw,3,3.0,0.0,13,1.2292706377600963e-13,optimal
8093,GCpbVK,3,3.0,0.0,13,8.881784197001252e-16,optimal
8094,GCpbVS,3,3.0,-0.0,13,5.35982688664307e-15,optimal
8095,GCpbVW,3,3.0,-0.0,13,8.881784197001252e-16,optimal
8096,GCpbV[,3,3.0,0.0,14,2.382538610845586e-13,optimal
8097,GCpbVc,3,3.0,-0.0,13,1.3270129203199976e-12,optimal
8098,GCpbVg,3,3.0,-0.0,13,3.3306690738754696e-16,optimal
8099,GCpbVk,3,3.0,0.0,14,3.552713678800501e-15,optimal
8100,GCpbVo,3,3.0,-0.0,13,2.220446049250313e-16,optimal
8101,GCpbVs,3,3.0,0.0,14,2.2543184304883597e-14,optimal
8102,GCpbVw,3,3.0,-0.0,14,1.1923737814786412e-13,optimal
8103,GCpbV{,3,3.0,-0.0,15,1.9984014443252818e-15,optimal
8104,GCpb`o,4,4.0,-0.0,11,2.1094237467877974e-15,optimal
8105,GCpbbo,4,4.0,-0.0,12,6.994405055138486e-14,optimal
8106,GCpbd_,4,4.0,0.0,11,4.143925300776834e-15,optimal
8107,GCpbf_,4,4.0,0.0,12,4.698306886902356e-15,optimal
8108,GCpbrs,3,3.0,0.0,14,1.3322676295501878e-15,optimal
8109,GCpbu[,3,3.0,-0.0,14,8.881784197001252e-16,optimal
8110,GCpbuk,3,3.0,-0.0,14,8.473484630835136e-14,optimal
8111,GCpbus,3,3.0,0.0,14,8.881784197001252e-16,optimal
8112,GCpbvK,3,3.0,-0.0,14,1.5543122344752192e-15,optimal
8113,GCpbvS,3,3.0,-0.0,14,7.29668061544708e-15,optimal
8114,GCpbvW,3,3.0,-0.0,14,9.320624018849821e-14,optimal
8115,GCpbv[,3,3.0,-0.0,15,1.5034275380026707e-18,optimal
8116,GCpbvg,3,3.0,-0.0,14,3.3306690738754696e-15,optimal
8117,GCpbvk,3,3.0,-0.0,15,3.464936078659103e-14,optimal
8118,GCpbvo,3,3.0,-0.0,14,2.009885176739376e-13,optimal
8119,GCpbvs,3,3.0,0.0,15,9.642927219220128e-19,optimal
8120,GCpbvw,3,3.0,0.0,15,1.311233373201268e-13,optimal
8121,GCpbv{,3,3.0,-0.0,16,7.021072167049521e-13,optimal
8122,GCpdao,3,3.0,0.0,11,6.661338147750939e-16,optimal
8123,GCpdbO,3,3.0,0.0,11,9.626020188341534e-15,optimal
8124,GCpdbW,3,3.0,-0.0,12,1.5228138816733247e-14,optimal
8125,GCpdbg,3,3.0,-0.0,12,4.2859352081357645e-16,optimal
8126,GCpdbo,3,3.0,0.0,12,1.0999511642378824e-14,optimal
8127,GCpdbw,3,3.0,-0.0,13,1.4654943925052066e-14,optimal
8128,GCpddW,3,3.0,0.0,12,1.4432899320127035e-15,optimal
8129,GCpddg,3,3.0,-0.0,12,1.0512276448239753e-12,optimal
8130,GCpdds,3,3.0,0.0,13,3.7129033622926767e-17,optimal
8131,GCpddw,3,3.0,-0.0,13,8.017620317647982e-19,optimal
8132,GCpdeS,3,3.0,0.0,12,5.85016993464195e-16,optimal
8133,GCpdeW,3,3.0,-0.0,12,3.0351752659221403e-15,optimal
8134,GCpdek,3,3.0,0.0,13,4.440892098500626e-16,optimal
8135,GCpdeo,3,3.0,-0.0,12,2.9041895070183113e-14,optimal
8136,GCpdes,3,3.0,-0.0,13,1.689238006061468e-18,optimal
8137,GCpdew,3,3.0,-0.0,13,1.0617642724104445e-15,optimal
8138,GCpdfC,4,4.0,-0.0,12,2.220446049250313e-16,optimal
8139,GCpdfG,3,3.0,0.0,12,8.898495746462745e-16,optimal
8140,GCpdfK,3,3.0,-0.0,13,5.45250087530051e-15,optimal
8141,GCpdfO,3,3.0,0.0,12,4.5875897215690705e-14,optimal
8142,GCpdfS,3,3.0,-0.0,13,3.980141019871202e-15,optimal
8143,GCpdfW,3,3.0,0.0,13,7.80418947345598e-14,optimal
8144,GCpdf[,3,3.0,-0.0,14,1.3322676295501878e-15,optimal
8145,GCpdf_,4,4.0,0.0,12,1.1102230246251565e-15,optimal
8146,GCpdfc,3,3.0,-0.0,13,1.694228953783717e-14,optimal
8147,GCpdfg,3,3.0,-0.0,13,1.7070280895908645e-14,optimal
8148,GCpdfk,3,3.0,0.0,14,3.134744119443249e-13,optimal
8149,GCpdfo,3,3.0,-0.0,13,3.9343757571595495e-16,optimal
8150,GCpdfs,3,3.0,-0.0,14,4.218847493575595e-15,optimal
8151,GCpdfw,3,3.0,0.0,14,6.661338147750939e-16,optimal
8152,GCpdf{,3,3.0,0.0,15,6.661338147750939e-16,optimal
8153,GCpdjo,3,3.0,-0.0,13,1.5543122344752192e-15,optimal
8154,GCpdjs,3,3.0,0.0,14,1.5136423560773853e-14,optimal
8155,GCpdlk,3,3.0,0.0,14,2.220446049250313e-16,optimal
8156,GCpdls,3,3.0,-0.0,14,6.661338147750939e-16,optimal
8157,GCpdmW,3,3.0,0.0,13,5.551115123125783e-16,optimal
8158,GCpdm[,3,3.0,0.0,14,5.560942163086378e-14,optimal
8159,GCpdmg,3,3.0,-0.0,13,1.733099149901172e-15,optimal
8160,GCpdmk,3,3.0,-0.0,14,1.1297424703548682e-13,optimal
8161,GCpdms,3,3.0,-0.0,14,4.340803521921726e-13,optimal
8162,GCpdnG,3,3.0,0.0,13,1.1102230246251565e-15,optimal
8163,GCpdnK,3,3.0,-0.0,14,8.523152871325261e-13,optimal
8164,GCpdnS,3,3.0,-0.0,14,7.887686454741617e-19,optimal
8165,GCpdnW,3,3.0,0.0,14,3.3328278720909174e-14,optimal
8166,GCpdn[,3,3.0,0.0,15,1.293345573674144e-14,optimal
8167,GCpdnc,3,3.0,0.0,14,9.564262825956848e-15,optimal
8168,GCpdng,3,3.0,0.0,14,8.311911178411504e-13,optimal
8169,GCpdnk,3,3.0,-0.0,15,4.929390229335695e-14,optimal
8170,GCpdno,3,3.0,-0.0,14,3.1086244689504383e-15,optimal
8171,GCpdns,3,3.0,0.0,15,6.214062389394454e-14,optimal
8172,GCpdnw,3,3.0,-0.0,15,7.771561172376096e-16,optimal
8173,GCpdn{,3,3.0,-0.0,16,3.3302934313603275e-14,optimal
8174,GCpdq{,3,3.0,0.0,14,1.4908776286926962e-13,optimal
8175,GCpdr[,3,3.0,-0.0,14,1.2212453270876722e-15,optimal
8176,GCpdrg,3,3.0,0.0,13,1.626204737072686e-13,optimal
8177,GCpdrk,3,3.0,-0.0,14,1.765254609153999e-13,optimal
8178,GCpdrs,3,3.0,-0.0,14,1.8593228949400273e-13,optimal
8179,GCpdrw,3,3.0,-0.0,14,3.8066836107008295e-15,optimal
8180,GCpdr{,3,3.0,0.0,15,2.9908180225969383e-15,optimal
8181,GCpds{,3,3.0,0.0,14,1.1102230246251565e-15,optimal
8182,GCpdt[,3,3.0,-0.0,14,3.161973867109362e-15,optimal
8183,GCpdts,3,3.0,-0.0,14,1.3158181064051006e-14,optimal
8184,GCpdtw,3,3.0,-0.0,14,2.4468840294583606e-16,optimal
8185,GCpdt{,3,3.0,0.0,15,6.925518285549303e-14,optimal
8186,GCpdu[,3,3.0,0.0,14,2.1230315093101676e-13,optimal
8187,GCpduk,3,3.0,-0.0,14,1.4182587598414866e-15,optimal
8188,GCpdus,3,3.0,0.0,14,4.1396552239357603e-14,optimal
8189,GCpduw,3,3.0,0.0,14,2.220446049250313e-16,optimal
8190,GCpdu{,3,3.0,0.0,15,2.1949216885474805e-14,optimal
8191,GCpdvK,3,3.0,-0.0,14,1.5333121895187885e-18,optimal
8192,GCpdvS,3,3.0,-0.0,14,8.881784197001252e-16,optimal
8193,GCpdvW,3,3.0,-0.0,14,8.881784197001252e-16,optimal
8194,GCpdv[,3,3.0,-0.0,15,7.73561206161236e-14,optimal
8195,GCpdvg,3,3.0,-0.0,14,2.6386613795322164e-14,optimal
